code,description,chapter,block
A92,"A920 ENFERMEDAD POR VIRUS CHIKUNGUNYA MOSQUITOS A921 FIEBRE DE O´NYONG-NYONG A922 FIEBRE EQUINA VENEZOLANA A923 FIEBRE DEL OESTE DEL NILO A924 FIEBRE DEL VALLE DEL RIFT A928 OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR MOSQUITOS A929 FIEBRE VIRAL TRANSMITIDA POR MOSQUITO, SIN OTRA ESPECIFICACION",A,A92
A93,OTRAS FIEBR VIRALES TRANSMITIDAS POR A930 ENFERMEDAD POR VIRUS DE OROPOUCHE A931 FIEBRE TRANSMITIDA POR FLEBOTOMOS A932 FIEBRE DE COLORADO TRANSMITIDA POR GARRAPATAS A938 OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR ANTROPODOS,A,A93
A94,"FIEBRE VIRAL TRANSMITIDA POR ARTROPODOS A94 FIEBRE VIRAL TRANSMITIDA POR ARTROPODOS, NO ESPECIFICADA",A,A94
A95,"FIEBRE AMARILLA A950 FIEBRE AMARILLA SELVATICA A951 FIEBRE AMARILLA URBANA A959 FIEBRE AMARILLA, NO ESPECIFICADA",A,A95
A96,"FIEBRE HEMORRAGICA POR ARENAVIRUS A960 FIEBRE HEMORRAGICA DE JUNIN A961 FIEBRE HEMORRAGICA DE MACHUPO A962 FIEBRE DE LASSA A968 OTRAS FIEBRES HEMORRAGICAS POR ARENAVIRUS A969 FIEBRE HEMORRAGICA POR ARENAVIRUS, SIN OTRA ESPECIFICACION",A,A96
A98,"OTRAS FIEBRES VIRALES HEMORRAGICAS, NO A980 FIEBRE HEMORRAGICA DE CRIMEA-CONGO A981 FIEBRE HEMORRAGICA DE OMSK A982 ENFERMEDAD DE LA SELVA DE KYASANUR A983 ENFERMEDAD POR EL VIRUS DE MARBURG A984 ENFERMEDAD POR EL VIRUS DE EBOLA A985 FIEBRES HEMORRAGICAS CON SINDROME RENAL A988 OTRAS FIEBRES HEMORRAGICAS VIRALES ESPECIFICADAS",A,A98
A99,"FIEBRE VIRAL HEMORRAGICA A99 FIEBRE VIRAL HEMORRAGICA, NO ESPECIFICADA",A,A99
B00,"INFECCIONES HERPETICAS [ HERPES SIMPLE ] B000 ECZEMA HERPETICO B001 DERMATITIS VESICULAR HERPETICA B002 GINGIVOESTOMATITIS Y FARINGOAMIGDALITIS HERPETICA B003 MENINGITIS HERPETICA B004 ENCEFALITIS HERPETICA B005 OCULOPATIA HERPETICA B007 ENFERMEDAD HERPETICA DISEMINADA B008 OTRAS FORMAS DE INFECCIONES HERPETICAS B009 INFECCION DEBIDA A EL VIRUS DEL HERPES, NO ESPECIFICADA",B,B00
B01,VARICELA B010 MENINGITIS DEBIDA A LA VARICELA B011 ENCEFALITIS DEBIDA A LA VARICELA B012 NEUMONIA DEBIDA A LA VARICELA B018 VARICELA CON OTRAS COMPLICACIONES B019 VARICELA SIN COMPLICACIONES,B,B01
B02,HERPES ZOSTER B020 ENCEFALITIS DEBIDA A HERPES ZOSTER B021 MENINGITIS DEBIDA A HERPES ZOSTER HERPES ZOSTER CON OTROS COMPROMISOS DEL SISTEMA NERVIOSO (NEUROPATIA B022 POST HERPETICA) B023 HERPES ZOSTER OCULAR B027 HERPES ZOSTER DISEMINADO B028 HERPES ZOSTER CON OTRAS COMPLICACIONES B029 HERPES ZOSTER SIN COMPLICACIONES,B,B02
B03,VIRUELA B03 VIRUELA,B,B03
B04,VIRUELA DE LOS MONOS B04 VIRUELA DE LOS MONOS,B,B04
B05,SARAMPION B050 SARAMPION COMPLICADO CON ENCEFALITIS B051 SARAMPION COMPLICADO CON MENINGITIS B052 SARAMPION COMPLICADO CON NEUMONIA B053 SARAMPION COMPLICADO CON OTITIS MEDIA B054 SARAMPION CON COMPLICACIONES INTESTINALES B058 SARAMPION CON OTRAS COMPLICACIONES B059 SARAMPION SIN COMPLICACIONES,B,B05
B06,RUBEOLA [ SARAMPION ALEMAN ] B060 RUBEOLA CON COMPLICACIONES NEUROLOGICAS B068 RUBEOLA CON OTRAS COMPLICACIONES B069 RUBEOLA SIN COMPLICACIONES,B,B06
B07,VERRUGAS VIRICAS B07 VERRUGAS VIRICAS,B,B07
B08,"OTRAS INFECCIONES VIRICAS CARACTERIZADAS POR B080 OTRAS INFECCIONES DEBIDAS A ORTOPOXVIRUS B081 MOLUSCO CONTAGIOSO B082 EXANTEMA SUBITO [SEXTA ENFERMEDAD] B083 ERITEMA INFECCIOSO [QUINTA ENFERMEDAD] B084 ESTOMATITIS VESICULAR ENTEROVIRAL CON EXANTEMA B085 FARINGITIS VESICULAR ENTEROVIRICA (HERPANGINA) OTRAS INFECCIONES VIRALES ESPECIFICADAS, CARACTERIZADAS POR LESIONES DE B088 LA PIEL Y DE LAS MEMBRANAS MUCOSAS INFECCION VIRAL NO ESPECIFICADA, CARACTERIZADA POR LESIONES DE LA PIEL Y DE",B,B08
B09,INFECCION VIRAL NO ESPECIFICADA B09 LAS MEMBRANAS MUCOSAS,B,B09
B12,", ACIDO FOLICO Y OTROS PREPARADOS Y441 CONTRA LA ANEMIA MEGALOBLASTICA Y442 EFECTOS ADVERSOS DE ANTICOAGULANTES EFECTOS ADVERSOS DE ANTAGONISTAS DE ANTICOAGULANTES, VITAMINA K Y Y443 OTROS COAGULANTES EFECTOS ADVERSOS DE DROGAS ANTITROMBOTICAS [INHIBIDORAS DE LA Y444 AGREGACION PLAQUETARIA] Y445 EFECTOS ADVERSOS DE DROGAS TROMBOLITICAS Y446 EFECTOS ADVERSOS DE SANGRE NATURAL Y PRODUCTOS SANGUINEOS Y447 EFECTOS ADVERSOS DE LOS SUSTITUTOS DEL PLASMA EFECTOS ADVERSOS DE OTROS AGENTES QUE AFECTAN LOS CONSTITUYENTES DE Y449 LA SANGRE, Y LOS NO ESPECIFICADOS",B,B12
B15,"HEPATITIS AGUDA TIPO A B150 HEPATITIS AGUDA TIPO A, SIN COMA HEPATICO B159 HEPATITIS AGUDA TIPO A, CON COMA HEPATICO",B,B15
B16,"HEPATITIS AGUDA TIPO B B160 HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCION). CON COMA HEPATICO B161 HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCION), SIN COMA HEPATICO B162 HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA, CON COMA HEPATICO B169 HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA Y SIN COMA HEPATICO INFECCION (SUPERINFECCION) AGUDA POR AGENTE DELTA EN EL PORTADOR DE",B,B16
B17,OTRAS HEPATITIS VIRALES AGUDAS B170 HEPATITIS B B171 HEPATITIS AGUDA TIPO C B172 HEPATITIS AGUDA TIPO E B178 OTRAS HEPATITIS VIRALES AGUDAS ESPECIFICADAS,B,B17
B18,"HEPATITIS VIRAL CRONICA B180 HEPATITIS VIRAL TIPO B CRONICA, CON AGENTE DELTA B181 HEPATITIS VIRAL TIPO B CRONICA, SIN AGENTE DELTA B182 HEPATITIS VIRAL TIPO C CRONICA B188 OTRAS HEPATITIS VIRALES CRONICAS B189 HEPATITIS VIRAL CRONICA, SIN OTRA ESPECIFICACION",B,B18
B19,HEPATITIS VIRAL SIN OTRA ESPECIFICACION B190 HEPATITIS VIRAL NO ESPECIFICADA CON COMA B199 HEPATITIS VIRAL NO ESPECIFICADA SIN COMA,B,B19
B20,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA B200 ENFERMEDAD POR EL VIH, RESULTANTE EN INFECCION POR MICOBACTERIAS B201 ENFERMEDAD POR EL VIH, RESULTANTE EN OTRAS INFECCIONES BACTERIANAS B202 ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD POR CITOMEGALOVIRUS B203 ENFERMEDAD POR VIH, RESULTANTE EN OTRAS INFECCIONES VIRALES B204 ENFERMEDAD POR VIH, RESULTANTE EN CANDIDIASIS B205 ENFERMEDAD POR VIH, RESULTANTE EN OTRAS MICOSIS B206 ENFERMEDAD POR VIH, RESULTANTE EN NEUMONIA POR PNEUMOCYSTIS CARINII B207 ENFERMEDAD POR VIH, RESULTANTE EN INFECCIONES MULTIPLES ENFERMEDAD POR VIH, RESULTANTE EN OTRAS ENFERMEDADES INFECCIOSAS O B208 PARASITARIAS ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD INFECCIOSA O PARASITARIA B209 NO ESPECIFICADA",B,B20
B21,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA B210 ENFERMEDAD POR VIH, RESULTANTE EN SARCOMA DE KAPOSI B211 ENFERMEDAD POR VIH, RESULTANTE EN LINFOMA DE BURKITT B212 ENFERMEDAD POR VIH, RESULTANTE EN OTROS TIPOS DE LINFOMA NO HODGKIN ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS DEL TEJIDO B213 LINFOIDE, HEMATOPOYETICO Y TEJIDOS RELACIONADOS B217 ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS MULTIPLES B218 ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS B219 ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS NO ESPECIFICADOS",B,B21
B22,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA B220 ENFERMEDAD POR VIH, RESULTANTE EN ENCEFALOPATIA B221 ENFERMEDAD POR VIH, RESULTANTE EN NEUMONITIS LINFOIDE INTERSTICIAL B222 ENFERMEDAD POR VIH, RESULTANTE EN SINDROME CAQUECTICO ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDADES MULTIPLES CLASIFICADAS B227 EN OTRA PARTE",B,B22
B23,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA B230 SINDROME DE INFECCION AGUDA DEBIDA A VIH ENFERMEDAD POR VIH, RESULTANTE EN LINFADENOPATIA GENERALIZADA B231 (PERSISTENTE) ENFERMEDAD POR VIH, RESULTANTE EN ANORMALIDADES INMUNOLOGICAS Y B232 HEMATOLOGICAS, NO CLASIFICADAS EN OTRA PARTE B238 ENFERMEDAD POR VIH, RESULTANTE EN OTRAS AFECCIONES ESPECIFICADAS ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA (VIH), SIN OTRA",B,B23
B24,B24 HUMANA ESPECIFICACION,B,B24
B25,"ENFERMEDADES DEBIDAS A VIRUS CITOMEGALICO B250 NEUMONITIS DEBIDA A VIRUS CITOMEGALICO B251 HEPATITIS DEBIDA A VIRUS CITOMEGALICO B252 PANCREATITIS DEBIDA A VIRUS CITOMEGALICO B258 OTRAS ENFERMEDADES DEBIDAS A VIRUS CITOMEGALICO B259 ENFERMEDAD POR VIRUS CITOMEGALICO, NO ESPECIFICADA",B,B25
B26,"PAROTIDITIS INFECCIOSA B260 ORQUITIS POR PAROTIDITIS B261 MENINGITIS POR PAROTIDITIS B262 ENCEFALITIS POR PAROTIDITIS B263 PANCREATITIS POR PAROTIDITIS B268 PAROTIDITIS INFECCIOSA CON OTRAS COMPLICACIONES B269 PAROTIDITIS, SIN COMPLICACIONES",B,B26
B27,"MONONUCLEOSIS INFECCIOSA B270 MONONUCLEOSIS DEBIDA A HERPES VIRUS GAMMA B271 MONONUCLEOSIS POR CITOMEGALOVIRUS B278 OTRAS MONONUCLEOSIS INFECCIOSAS B279 MONONUCLEOSIS INFECCIOSA, NO ESPECIFICADA",B,B27
B30,"CONJUNTIVITIS VIRAL B300 QUERATOCONJUNTIVITIS DEBIDA A ADENOVIRUS B301 CONJUNTIVITIS DEBIDA A ADENOVIRUS B302 FARINGOCONJUNTIVITIS VIRAL B303 CONJUNTIVITIS EPIDEMICA AGUDA HEMORRAGICA (ENTEROVIRICA) B308 OTRAS CONJUNTIVITIS VIRALES B309 CONJUNTIVITIS VIRAL, SIN OTRA ESPECIFICACION",B,B30
B33,"OTRAS ENFERMEDADES VIRALES, NO CLASIFICADAS EN B330 MIALGIA EPIDEMICA B331 ENFERMEDAD DEL RIO ROSS B332 CARDITIS VIRAL B333 INFECCIONES DEBIDAS A RETROVIRUS, NO CLASIFICADAS EN OTRA PARTE B338 OTRAS ENFERMEDADES VIRALES ESPECIFICADAS",B,B33
B34,"INFECCION VIRAL DE SITIO NO ESPECIFICADO B340 INFECCION DEBIDA A ADENOVIRUS, SIN OTRA ESPECIFICACION B341 INFECCION DEBIDA A ENTEROVIRUS, SIN OTRA ESPECIFICACION B342 INFECCION DEBIDA A CORONAVIRUS, SIN OTRA ESPECIFICACION B343 INFECCION DEBIDA A PARVOVIRUS, SIN OTRA ESPECIFICACION B344 INFECCION DEBIDA A PAPOVAVIRUS, SIN OTRA ESPECIFICACION B348 OTRAS INFECCIONES VIRALES DE SITIO NO ESPECIFICADO B349 INFECCION VIRAL, NO ESPECIFICADA (VIROSIS)",B,B34
B35,"DERMATOFITOSIS B350 TIÑA DE LA BARBA Y DEL CUERO CABELLUDO B351 TIÑA DE LAS UÑAS (ONICOMICOSIS) B352 TIÑA DE LA MANO B353 TIÑA DEL PIE [TINEA PEDIS] B354 TIÑA DEL CUERPO [TINEA CORPORIS] B355 TIÑA IMBRICADA [TINEA IMBRICATA] B356 TIÑA INGUINAL [TINEA CRURIS] B358 OTRAS DERMATOFITOSIS B359 DERMATOFITOSIS, NO ESPECIFICADA",B,B35
B36,"OTRAS MICOSIS SUPERFICIALES B360 PITIRIASIS VERSICOLOR B361 TIÑA NEGRA B362 PIEDRA BLANCA B363 PIEDRA NEGRA B368 OTRAS MICOSIS SUPERFICIALES ESPECIFICADAS B369 MICOSIS SUPERFICIAL, SIN OTRA ESPECIFICACION",B,B36
B37,"CANDIDIASIS B370 ESTOMATITIS CANDIDIASICA (AFTAS ORALES, CANDIDIASIS ORAL) B371 CANDIDIASIS PULMONAR B372 CANDIDIASIS DE LA PIEL Y DE LAS UÑAS B373 CANDIDIASIS DE LA VULVA Y DE LA VAGINA B374 CANDIDIASIS DE OTRAS LOCALIZACIONES UROGENITALES B375 MENINGITIS DEBIDA A CANDIDA B376 ENDOCARDITIS DEBIDA A CANDIDA B377 SEPTICEMIA DEBIDA A CANDIDA B378 CANDIDIASIS DE OTROS SITIOS B379 CANDIDIASIS, NO ESPECIFICADA (AFTA)",B,B37
B38,"COCCIDIOIDOMICOSIS B380 COCCIDIOIDOMICOSIS PULMONAR AGUDA B381 COCCIDIOIDOMICOSIS PULMONAR CRONICA B382 COCCIDIOIDOMICOSIS PULMONAR, SIN OTRA ESPECIFICACION B383 COCCIDIOIDOMICOSIS CUTANEA B384 MENINGITIS DEBIDA A COCCIDIOIDOMICOSIS B387 COCCIDIOIDOMICOSIS DISEMINADA B388 OTRAS FORMAS DE COCCIDIOIDOMICOSIS B389 COCCIDIOIDOMICOSIS, NO ESPECIFICADA",B,B38
B39,"HISTOPLASMOSIS B390 INFECCION PULMONAR AGUDA DEBIDA A HISTOPLASMA CAPSULATUM B391 INFECCION PULMONAR CRONICA DEBIDA A HISTOPLASMA CAPSULATUM INFECCION PULMONAR DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA B392 ESPECIFICACION B393 INFECCION DISEMINADA DEBIDA A HISTOPLASMA CAPSULATUM B394 HISTOPLASMOSIS DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA ESPECIFICACION B395 INFECCION DEBIDA A HISTOPLASMA DUBOISII B399 HISTOPLASMOSIS, NO ESPECIFICADA",B,B39
B40,"BLASTOMICOSIS B400 BLASTOMICOSIS PULMONAR AGUDA B401 BLASTOMICOSIS PULMONAR CRONICA B402 BLASTOMICOSIS PULMONAR, SIN OTRA ESPECIFICACION B403 BLASTOMICOSIS CUTANEA B407 BLASTOMICOSIS DISEMINADA B408 OTRAS FORMAS DE BLASTOMICOSIS B409 BLASTOMICOSIS, NO ESPECIFICADA",B,B40
B41,"PARACOCCIDIOIDOMICOSIS B410 PARACOCCIDIOIDOMICOSIS PULMONAR B417 PARACOCCIDIOIDOMICOSIS DISEMINADA B418 OTRAS FORMAS PARACOCCIDIOIDOMICOSIS B419 PARACOCCIDIOIDOMICOSIS, NO ESPECIFICADA",B,B41
B42,"ESPOROTRICOSIS B420 ESPOROTRICOSIS PULMONAR B421 ESPOROTRICOSIS LINFOCUTANEA B427 ESPOROTRICOSIS DISEMINADA B428 OTRAS FORMAS DE ESPOROTRICOSIS B429 ESPOROTRICOSIS, NO ESPECIFICADA",B,B42
B43,"CROMOMICOSIS Y ABSCESO FEOMICOTICO B430 CROMOMICOSIS CUTANEA B431 ABSCESO CEREBRAL FEOMICOTICO B432 ABSCESO Y QUISTE SUBCUTANEO FEOMICOTICO B438 OTRAS FORMAS DE CROMOMICOSIS B439 CROMOMICOSIS, NO ESPECIFICADA",B,B43
B44,"ASPERGILOSIS B440 ASPERGILOSIS PULMONAR INVASIVA B441 OTRAS ASPERGILOSIS PULMONARES B442 ASPERGILOSIS AMIGDALINA B447 ASPERGILOSIS DISEMINADA B448 OTRAS FORMAS DE ASPERGILOSIS B449 ASPERGILOSIS, NO ESPECIFICADA",B,B44
B45,"CRIPTOCOCOSIS B450 CRIPTOCOCOSIS PULMONAR B451 CRIPTOCOCOSIS CEREBRAL B452 CRIPTOCOCOSIS CUTANEA B453 CRIPTOCOCOSIS OSEA B457 CRIPTOCOCOSIS DISEMINADA B458 OTRAS FORMAS DE CRIPTOCOCOSIS B459 CRIPTOCOCOSIS, NO ESPECIFICADA",B,B45
B46,"CIGOMICOSIS B460 MUCORMICOSIS PULMONAR B461 MUCORMICOSIS RINOCEREBRAL B462 MUCORMICOSIS GASTROINTESTINAL B463 MUCORMICOSIS CUTANEA B464 MUCORMICOSIS DISEMINADA B465 MUCORMICOSIS, SIN OTRA ESPECIFICACION B468 OTRAS CIGOMICOSIS B469 CIGOMICOSIS, NO ESPECIFICADA",B,B46
B47,"MICETOMA B470 EUMICETOMA B471 ACTINOMICETOMA B479 MICETOMA, NO ESPECIFICADO",B,B47
B48,"OTRAS MICOSIS, NO CLASIFICADAS EN OTRA PARTE B480 LOBOMICOSIS B481 RINOSPORIDIOSIS B482 ALESQUERIASIS B483 GEOTRICOSIS B484 PENICILOSIS B487 MICOSIS OPORTUNISTAS B488 OTRAS MICOSIS ESPECIFICADAS",B,B48
B49,"MICOSIS, NO ESPECIFICADA B49 MICOSIS, NO ESPECIFICADA PALUDISMO [ MALARIA ] DEBIDO A PLASMODIUM PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM CON COMPLICACIONES",B,B49
B50,"B500 FALCIPARUM CEREBRALES B508 OTRO PALUDISMO GRAVE Y COMPLICADO DEBIDO A PLASMODIUM FALCIPARUM B509 PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM, SIN OTRA ESPECIFICACION",B,B50
B51,"PALUDISMO [ MALARIA ] DEBIDO A PLASMODIUM VIVAX B510 PALUDISMO DEBIDO A PLASMODIUM VIVAX CON RUPTURA ESPLENICA B518 PALUDISMO DEBIDO A PLASMODIUM VIVAX CON OTRAS COMPLICACIONES B519 PALUDISMO DEBIDO A PLASMODIUM VIVAX, SIN COMPLICACIONES PALUDISMO [ MALARIA ] DEBIDO A PLASMODIUM",B,B51
B52,"B520 PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON NEFROPATIA MALARIAE B528 PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON OTRAS COMPLICACIONES B529 PALUDISMO DEBIDO A PLASMODIUM MALARIAE, SIN COMPLICACIONES",B,B52
B53,"OTRO PALUDISMO [ MALARIA ] CONFIRMADO B530 PALUDISMO DEBIDO A PLASMODIUM AVALE B531 PALUDISMO DEBIDO A PLASMODIOS DE LOS SIMIOS OTRO PALUDISMO CONFIRMADO PARASITOLOGICAMENTE, NO CLASIFICADO EN OTRA B538 PARTE",B,B53
B54,PALUDISMO [ MALARIA ] NO ESPECIFICADO B54 PALUDISMO [MALARIA] NO ESPECIFICADO,B,B54
B55,"LEISHMANIASIS B550 LEIISHMANIASIS VISCERAL B551 LEISHMANIASIS CUTANEA B552 LEISHMANIASIS MUCOCUTANEA B559 LEISHMANIASIS, NO ESPECIFICADA",B,B55
B56,"TRIPANOSOMIASIS AFRICANA B560 TRIPANOSOMIASIS GAMBIENSE B561 TRIPANOSOMIASIS RHODESIENSE B569 TRIPANOSOMIASIS AFRICANA, SIN OTRA ESPECIFICACIÓN",B,B56
B57,ENFERMEDAD DE CHAGAS B570 ENFERMEDAD DE CHAGAS AGUDA QUE AFECTA AL CORAZON B571 ENFERMEDAD DE CHAGAS AGUDA QUE NO AFECTA AL CORAZON B572 ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL CORAZON B573 ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL SISTEMA DIGESTIVO B574 ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL SISTEMA NERVIOSO B575 ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA OTROS ORGANOS,B,B57
B58,"TOXOPLASMOSIS B580 OCULOPATIA DEBIDA A TOXOPLASMA B581 HEPATITIS DEBIDA A TOXOPLASMA B582 MENINGOENCEFALITIS DEBIDA A TOXOPLASMA B583 TOXOPLASMOSIS PULMONAR B588 TOXOPLASMOSIS CON OTRO ORGANO AFECTADO B589 TOXOPLASMOSIS, NO ESPECIFICADA",B,B58
B59,NEUMOCISTOSIS B59 NEUMOCISTOSIS,B,B59
B60,"OTRAS ENFERMEDADES DEBIDAS A PROTOZOARIOS, B600 BABESIOSIS B601 ACANTAMEBIASIS B602 NAEGLERIASIS B608 OTRAS ENFERMEDADES ESPECIFICADAS DEBIDAS A PROTOZARIOS ENFERMEDADES DEBIDAS A PROTOZOARIO NO",B,B60
B64,"B64 ENFERMEDAD DEBIDA A PROTOZOARIOS, NO ESPECIFICADA ESPECIFICOS ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA HAEMATOBIUM [ESQUISTOSOMIASIS",B,B64
B65,"ESQUISTOSOMIASIS [ BILHARZIASIS ] B650 URINARIA] ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA MANSONI [ESQUISTOSOMIASIS B651 INTESTINAL] B652 ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA JAPONICUM B653 DERMATITIS POR CERCARIAS B658 OTRAS ESQUISTOSOMIASIS B659 ESQUISTOSOMIASIS, NO ESPECIFICADA",B,B65
B66,"OTRAS INFECCIONES DEBIDAS A TREMATODOS B660 OPISTORQUIASIS B661 CLONORQUIASIS B662 DICROCOELIASIS B663 FASCIOLIASIS B664 PARAGONIMIASIS B665 FASCIOLOPSIASIS B668 OTRAS INFECCIONES ESPECIFICADAS DEBIDAS A TREMATODOS B669 INFECCION DEBIDA A TREMATODOS, NO ESPECIFICADA",B,B66
B67,"EQUINOCOCOSIS B670 INFECCION DEL HIGADO DEBIDA A ECHINOCOCCUS GRANULOSUS B671 INFECCION DEL PULMON DEBIDA A ECHINOCOCCUS GRANULOSUS B672 INFECCION DE HUESO DEBIDA A ECHINOCOCCUS GRANULOSUS INFECCION DE OTRO ORGANO Y DE SITIOS MULTIPLES DEBIDA A ECHINOCOCCUS B673 GRANULOSUS B674 INFECCION DEBIDA A ECHINOCOCCUS GRANULOSUS, SIN OTRA ESPECIFICACION B675 INFECCION DEL HIGADO DEBIDA A ECHINOCOCCUS MULTILOCULARIS INFECCION DE OTRO ORGANO Y DE SITIOS MULTIPLES DEBIDA A ECHINOCOCCUS B676 MULTILOCULARIS B677 INFECCION DEBIDA A ECHINOCOCCUS MULTILOCULARIS, SIN OTRA ESPECIFICACION B678 EQUINOCOCOSIS DEL HIGADO, NO ESPECIFICADA B679 EQUINOCOCOSIS, OTRA Y LA NO ESPECIFICADA",B,B67
B68,"TENIASIS B680 TENIASIS DEBIDA A TAENIA SOLIUM B681 INFECCION DEBIDA A TAENIA SAGINATA B689 TENIASIS, NO ESPECIFICADA",B,B68
B69,"CISTICERCOSIS B690 CISTICERCOSIS DEL SISTEMA NERVIOSO CENTRAL B691 CISTICERCOSIS DEL OJO B698 CISTICERCOSIS DE OTROS SITIOS B699 CISTICERCOSIS, NO ESPECIFICADA",B,B69
B70,DIFILOBOTRIASIS Y ESPARGANOSIS B700 DIFILOBOTRIASIS INTESTINAL B701 ESPARGANOSIS,B,B70
B71,"OTRAS INFECCIONES DEBIDAS A CESTODOS B710 HIMENOLEPIASIS B711 DIPILIDIASIS B718 OTRAS INFECCIONES DEBIDAS A CESTODOS ESPECIFICADAS B719 INFECCION DEBIDA A CESTODOS, NO ESPECIFICADA",B,B71
B72,DRACONTIASIS B72 DRACONTIASIS,B,B72
B73,ONCOCERCOSIS B73 ONCOCERCOSIS,B,B73
B74,"FILARIASIS B740 FILARIASIS DEBIDA A WUCHERERIA BANCROFTI B741 FILARIASIS DEBIDA A BRUGIA MALAYI B742 FILARIASIS DEBIDA A BRUGIA TIMORI B743 LOAIASIS B744 MANSONELIASIS B748 OTRAS FILARIASIS B749 FILARIASIS, NO ESPECIFICADA",B,B74
B75,TRIQUINOSIS B75 TRIQUINOSIS,B,B75
B76,"ANQUILOSTOMIASIS Y NECATORIASIS B760 ANQUILOSTOMIASIS B761 NECATORIASIS B768 OTRAS ENFERMEDADES DEBIDAS A ANQUILOSTOMAS B769 ENFERMEDAD DEBIDA A ANQUILOSTOMAS, NO ESPECIFICADA (LARVA MIGRANS)",B,B76
B77,"ASCARIASIS B770 ASCARIASIS CON COMPLICACIONES INTESTINALES B778 ASCARIASIS CON OTRAS COMPLICACIONES B779 ASCARIASIS, NO ESPECIFICADA",B,B77
B78,"ESTRONGILOIDIASIS B780 ESTRONGILOIDIASIS INTESTINAL B781 ESTRONGILOIDIASIS CUTANEA B787 ESTRONGILOIDIASIS DISEMINADA B789 ESTRONGILOIDIASIS, NO ESPECIFICADA",B,B78
B79,TRICURIASIS B79 TRICURIASIS,B,B79
B80,ENTEROBIASIS B80 ENTEROBIASIS (OXIURIASIS),B,B80
B81,"OTRAS HELMINTIASIS INTESTINALES, NO CLASIFICADAS B810 ANISAQUIASIS B811 CAPILARIASIS INTESTINAL B812 TRICOESTRONGILIASIS B813 ANGIOESTRONGILIASIS INTESTINAL B814 HELMINTIASIS INTESTINAL MIXTA B818 OTRAS HELMINTIASIS INTESTINALES ESPECIFICADAS",B,B81
B82,"PARASITOSIS INTESTINAL, SIN OTRA ESPECIFICACION B820 HELMINTIASIS INTESTINAL, SIN OTRA ESPECIFICACION B829 PARASITOSIS INTESTINAL, SIN OTRA ESPECIFICACION",B,B82
B83,"OTRAS HELMINTIASIS B830 LARVA MIGRANS VISCERAL B831 GNATOSTOMIASIS B832 ANGIOESTRONGILIASIS DEBIDA A PARASTRONGYLUS CANTONENSIS B833 SINGAMIASIS B834 HIRUDINIASIS INTERNA B838 OTRAS HELMINTIASIS ESPECIFICADAS B839 HELMINTIASIS, NO ESPECIFICADA",B,B83
B85,"PEDICULOSIS Y PHTHIRIASIS B850 PEDICULOSIS DEBIDA A PEDICULUS HUMANUS CAPITIS B851 PEDICULOSIS DEBIDA A PEDICULUS HUMANUS CORPORIS B852 PEDICULOSIS, SIN OTRA ESPECIFICACION B853 PHTHIRIASIS B854 PEDICULOSIS Y PHTHIRIASIS MIXTAS",B,B85
B86,ESCABIOSIS B86 ESCABIOSIS (ACAROSIS),B,B86
B87,"MIASIS B870 MIASIS CUTANEA B871 MIASIS EN HERIDAS B872 MIASIS OCULAR B873 MIASIS NASOFARINGEA B874 MIASIS AURAL B878 MIASIS DE OTROS SITIOS B879 MIASIS, NO ESPECIFICADA",B,B87
